file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
test_200000.json,4,0.85194284,375.8221,344.24902,405.01773,344.24902,405.01773,378.0715,375.8221,378.0715
test_200001.json,1,0.9365664,122.09095,333.5453,260.45496,333.5453,260.45496,468.72012,122.09095,468.72012
test_200001.json,1,0.89469916,415.89145,205.62027,516.53204,205.62027,516.53204,304.4083,415.89145,304.4083
test_200002.json,2,0.9956418,224.38824,347.58377,343.23264,347.58377,343.23264,480.62476,224.38824,480.62476
test_200003.json,2,0.9994319,229.82968,130.3917,319.3063,130.3917,319.3063,259.59476,229.82968,259.59476
test_200003.json,2,0.99866676,135.96494,14.082406,307.49207,14.082406,307.49207,188.26602,135.96494,188.26602
test_200004.json,4,0.9956632,196.39691,192.0283,236.00804,192.0283,236.00804,228.39764,196.39691,228.39764
test_200005.json,1,0.96730655,477.8918,304.05457,543.7144,304.05457,543.7144,415.10986,477.8918,415.10986
test_200006.json,1,0.99590814,243.95163,416.4263,371.7188,416.4263,371.7188,537.5507,243.95163,537.5507
test_200007.json,4,0.98986137,199.74136,32.392437,309.65234,32.392437,309.65234,109.91474,199.74136,109.91474
test_200008.json,1,0.9435941,441.3595,168.79051,509.16547,168.79051,509.16547,228.86542,441.3595,228.86542
test_200008.json,1,0.6070134,323.04935,365.89636,368.0848,365.89636,368.0848,432.91125,323.04935,432.91125
test_200009.json,2,0.9994159,91.60214,216.09517,197.65996,216.09517,197.65996,323.43155,91.60214,323.43155
test_200010.json,2,0.99850935,426.4149,45.305603,543.9989,45.305603,543.9989,228.91612,426.4149,228.91612
test_200011.json,1,0.9699299,287.2321,309.16913,395.34888,309.16913,395.34888,420.3618,287.2321,420.3618
test_200011.json,1,0.93879074,58.814987,58.984272,168.10805,58.984272,168.10805,152.02603,58.814987,152.02603
test_200012.json,1,0.91445565,160.15729,55.210255,276.72296,55.210255,276.72296,170.32716,160.15729,170.32716
test_200013.json,3,0.99547476,159.51955,16.436348,188.47092,16.436348,188.47092,98.92365,159.51955,98.92365
test_200014.json,1,0.9929792,170.63788,52.20918,480.60934,52.20918,480.60934,290.02472,170.63788,290.02472
test_200014.json,3,0.93624204,162.61987,55.97421,249.35626,55.97421,249.35626,149.77718,162.61987,149.77718
test_200015.json,1,0.92821115,325.68515,324.79623,442.28397,324.79623,442.28397,448.65634,325.68515,448.65634
test_200016.json,1,0.70470953,459.09915,278.52863,541.2116,278.52863,541.2116,435.17188,459.09915,435.17188
test_200016.json,2,0.7667716,332.69278,383.8768,451.68948,383.8768,451.68948,455.65295,332.69278,455.65295
test_200016.json,4,0.97255063,470.0635,385.70358,525.2742,385.70358,525.2742,437.36768,470.0635,437.36768
test_200017.json,1,0.9878698,34.37852,352.28445,237.2868,352.28445,237.2868,516.96344,34.37852,516.96344
test_200018.json,3,0.99882096,278.16623,218.07834,332.12592,218.07834,332.12592,272.17007,278.16623,272.17007
test_200019.json,1,0.75899214,298.0951,184.12582,387.2745,184.12582,387.2745,259.48978,298.0951,259.48978
test_200019.json,2,0.9871416,199.69072,211.2598,278.46857,211.2598,278.46857,337.1708,199.69072,337.1708
test_200020.json,4,0.9008761,277.3825,81.51819,392.6005,81.51819,392.6005,170.97612,277.3825,170.97612
test_200021.json,2,0.9986547,96.90234,210.05807,196.174,210.05807,196.174,306.18588,96.90234,306.18588
test_200022.json,3,0.75594527,153.52951,78.14546,304.50504,78.14546,304.50504,141.60881,153.52951,141.60881
test_200022.json,3,0.67487437,406.33197,61.609375,544.7385,61.609375,544.7385,222.08234,406.33197,222.08234
test_200022.json,3,0.4509696,133.23633,38.67883,429.10876,38.67883,429.10876,142.5056,133.23633,142.5056
test_200022.json,3,0.053845994,33.251095,110.29195,101.53193,110.29195,101.53193,208.79347,33.251095,208.79347
test_200023.json,4,0.99365693,180.10933,358.50296,274.78824,358.50296,274.78824,440.8892,180.10933,440.8892
test_200024.json,1,0.059723753,43.48576,298.06573,145.63997,298.06573,145.63997,394.58875,43.48576,394.58875
test_200024.json,3,0.73411095,135.71417,226.46255,224.97127,226.46255,224.97127,346.19342,135.71417,346.19342
test_200025.json,3,0.9836764,363.77783,369.3708,480.407,369.3708,480.407,521.93176,363.77783,521.93176
test_200026.json,3,0.3716023,153.99886,58.51366,210.19466,58.51366,210.19466,112.032196,153.99886,112.032196
test_200026.json,3,0.36492664,174.89014,157.84088,266.71536,157.84088,266.71536,320.3224,174.89014,320.3224
test_200026.json,3,0.3085224,459.28906,243.52655,524.4546,243.52655,524.4546,324.11868,459.28906,324.11868
test_200026.json,3,0.19451559,153.80978,54.78248,253.36404,54.78248,253.36404,284.6904,153.80978,284.6904
test_200027.json,3,0.84119713,462.1145,295.974,535.4629,295.974,535.4629,407.88214,462.1145,407.88214
test_200028.json,2,0.998741,165.2203,119.618515,546.0408,119.618515,546.0408,547.5508,165.2203,547.5508
test_200029.json,1,0.84618896,478.62274,247.26358,543.3288,247.26358,543.3288,323.69608,478.62274,323.69608
test_200029.json,4,0.8040538,378.53244,201.9223,460.78534,201.9223,460.78534,323.4616,378.53244,323.4616
test_200030.json,1,0.9946845,319.0302,356.75534,506.00122,356.75534,506.00122,531.9788,319.0302,531.9788
test_200030.json,1,0.991619,163.38335,259.36542,346.05295,259.36542,346.05295,352.79855,163.38335,352.79855
test_200031.json,1,0.9346753,356.68893,456.0116,488.75024,456.0116,488.75024,545.25586,356.68893,545.25586
test_200032.json,1,0.20470724,47.632202,304.8497,280.12152,304.8497,280.12152,536.2527,47.632202,536.2527
test_200032.json,4,0.48416746,63.359886,321.7917,158.20352,321.7917,158.20352,418.56107,63.359886,418.56107
test_200033.json,4,0.99424744,302.37943,136.23889,383.49094,136.23889,383.49094,238.23454,302.37943,238.23454
test_200034.json,2,0.99848074,197.83304,122.70531,291.37833,122.70531,291.37833,234.90947,197.83304,234.90947
test_200034.json,2,0.8590183,103.695,66.543976,205.88277,66.543976,205.88277,188.84569,103.695,188.84569
test_200034.json,2,0.05333998,327.33765,104.484116,384.58582,104.484116,384.58582,171.27905,327.33765,171.27905
test_200035.json,1,0.9978009,131.2283,366.4163,285.3448,366.4163,285.3448,480.58603,131.2283,480.58603
test_200036.json,1,0.45960805,341.9975,163.77808,465.44415,163.77808,465.44415,258.04443,341.9975,258.04443
test_200036.json,1,0.22482648,304.95975,66.357765,394.0431,66.357765,394.0431,143.49564,304.95975,143.49564
test_200036.json,1,0.15055323,425.2191,83.54096,487.4429,83.54096,487.4429,140.86307,425.2191,140.86307
test_200036.json,1,0.13676551,297.7712,66.51127,505.89917,66.51127,505.89917,267.40384,297.7712,267.40384
test_200036.json,4,0.63468844,306.37488,66.77176,392.68076,66.77176,392.68076,142.18661,306.37488,142.18661
test_200037.json,1,0.9502369,243.83165,291.4129,319.716,291.4129,319.716,364.4442,243.83165,364.4442
test_200038.json,1,0.92004764,47.668865,361.4942,288.83853,361.4942,288.83853,537.8127,47.668865,537.8127
test_200038.json,1,0.19725856,144.36766,409.9191,257.65363,409.9191,257.65363,496.02487,144.36766,496.02487
test_200039.json,1,0.96547234,218.16002,260.8056,398.56735,260.8056,398.56735,463.7392,218.16002,463.7392
test_200039.json,1,0.91845834,229.14348,460.5809,415.24396,460.5809,415.24396,541.8216,229.14348,541.8216
test_200039.json,1,0.8078114,467.56247,171.81766,546.49585,171.81766,546.49585,354.31622,467.56247,354.31622
test_200039.json,1,0.1253342,105.53713,411.11523,232.31796,411.11523,232.31796,502.5133,105.53713,502.5133
test_200040.json,4,0.99661034,116.41347,32.841,263.78497,32.841,263.78497,173.39017,116.41347,173.39017
test_200041.json,4,0.8055213,342.99387,317.82687,465.13425,317.82687,465.13425,450.73532,342.99387,450.73532
test_200041.json,4,0.7873229,184.53719,25.020338,366.612,25.020338,366.612,282.1626,184.53719,282.1626
test_200041.json,4,0.19924092,124.42957,150.97787,356.33832,150.97787,356.33832,283.87958,124.42957,283.87958
test_200041.json,4,0.07883894,185.17235,13.386065,470.9905,13.386065,470.9905,503.50867,185.17235,503.50867
test_200042.json,4,0.6326903,322.10376,352.2603,346.14795,352.2603,346.14795,382.87753,322.10376,382.87753
test_200042.json,4,0.5700206,340.65262,36.549442,427.2101,36.549442,427.2101,188.09291,340.65262,188.09291
test_200043.json,1,0.96928734,430.23154,177.86246,520.2723,177.86246,520.2723,263.257,430.23154,263.257
test_200044.json,1,0.9965803,122.42396,309.71054,211.87956,309.71054,211.87956,396.1377,122.42396,396.1377
test_200045.json,4,0.9827283,264.2428,194.4274,304.70505,194.4274,304.70505,242.30869,264.2428,242.30869
test_200046.json,1,0.99483055,160.2209,172.88799,378.36777,172.88799,378.36777,402.20343,160.2209,402.20343
test_200046.json,1,0.98462844,167.85962,31.375622,412.2476,31.375622,412.2476,180.51457,167.85962,180.51457
test_200047.json,4,0.97367257,281.87027,489.3774,389.08887,489.3774,389.08887,543.3191,281.87027,543.3191
test_200048.json,3,0.7298727,71.03628,246.29749,135.65822,246.29749,135.65822,372.03998,71.03628,372.03998
test_200048.json,3,0.24180819,158.9727,183.84474,344.98163,183.84474,344.98163,251.84421,158.9727,251.84421
test_200049.json,1,0.9384863,484.17352,367.2072,543.75226,367.2072,543.75226,446.299,484.17352,446.299
test_200050.json,1,0.9955337,264.5192,104.868576,495.07114,104.868576,495.07114,247.89604,264.5192,247.89604
test_200050.json,1,0.8549277,155.51111,35.35553,373.51526,35.35553,373.51526,172.99629,155.51111,172.99629
test_200051.json,2,0.99700445,139.37419,32.123367,541.1914,32.123367,541.1914,409.39075,139.37419,409.39075
test_200052.json,1,0.98485655,134.06567,349.7227,331.15274,349.7227,331.15274,519.2979,134.06567,519.2979
test_200052.json,1,0.28963935,84.67931,239.85497,250.20154,239.85497,250.20154,388.46194,84.67931,388.46194
test_200053.json,1,0.97162914,28.566975,20.65711,541.4209,20.65711,541.4209,546.16095,28.566975,546.16095
test_200054.json,1,0.98704976,310.22275,295.12933,414.8403,295.12933,414.8403,418.11218,310.22275,418.11218
test_200055.json,3,0.9229417,59.420532,221.89174,224.39995,221.89174,224.39995,434.70435,59.420532,434.70435
test_200055.json,3,0.31597772,335.57843,236.70552,408.30328,236.70552,408.30328,289.62512,335.57843,289.62512
test_200055.json,3,0.25711983,302.78403,163.47496,403.04837,163.47496,403.04837,231.29596,302.78403,231.29596
test_200055.json,3,0.11223301,300.0937,371.8186,401.23215,371.8186,401.23215,465.40555,300.0937,465.40555
test_200056.json,2,0.9995461,307.88583,224.79622,495.9292,224.79622,495.9292,451.08167,307.88583,451.08167
test_200056.json,2,0.8339945,296.1395,95.04493,409.0629,95.04493,409.0629,192.83746,296.1395,192.83746
test_200057.json,3,0.9966313,186.33821,2.569686,215.19225,2.569686,215.19225,82.37727,186.33821,82.37727
test_200058.json,3,0.99803764,325.08893,184.97751,389.8498,184.97751,389.8498,242.23285,325.08893,242.23285
test_200059.json,4,0.9567295,143.646,317.16974,201.14503,317.16974,201.14503,357.49823,143.646,357.49823
test_200059.json,4,0.4892602,192.19336,91.11703,238.97693,91.11703,238.97693,121.88311,192.19336,121.88311
test_200060.json,4,0.9929817,109.6246,458.666,183.74649,458.666,183.74649,519.1358,109.6246,519.1358
test_200060.json,4,0.5091761,52.50679,317.6242,195.91624,317.6242,195.91624,399.5649,52.50679,399.5649
test_200061.json,1,0.9823722,57.052937,187.28168,171.81297,187.28168,171.81297,314.24615,57.052937,314.24615
test_200062.json,1,0.9711692,79.58044,267.3804,151.28256,267.3804,151.28256,331.26178,79.58044,331.26178
test_200062.json,1,0.9558452,375.35812,284.28592,424.9517,284.28592,424.9517,334.3856,375.35812,334.3856
test_200063.json,1,0.9044568,412.68356,69.75323,470.31235,69.75323,470.31235,128.91266,412.68356,128.91266
test_200063.json,1,0.9040997,255.80104,223.58263,297.9947,223.58263,297.9947,272.78537,255.80104,272.78537
test_200064.json,1,0.7958636,384.6657,75.88122,543.5629,75.88122,543.5629,267.13092,384.6657,267.13092
test_200064.json,1,0.43462384,333.32907,163.99985,546.20593,163.99985,546.20593,534.33386,333.32907,534.33386
test_200064.json,1,0.23165019,208.73538,401.56042,362.4541,401.56042,362.4541,533.713,208.73538,533.713
test_200065.json,1,0.87581265,137.93037,114.05208,199.67502,114.05208,199.67502,179.34073,137.93037,179.34073
test_200065.json,1,0.31398916,107.50817,238.05359,185.81102,238.05359,185.81102,317.6243,107.50817,317.6243
test_200066.json,1,0.9481974,182.73648,392.47852,267.1504,392.47852,267.1504,528.7193,182.73648,528.7193
test_200066.json,1,0.7104396,143.91176,35.5041,279.26187,35.5041,279.26187,102.217705,143.91176,102.217705
test_200066.json,1,0.68070835,33.90764,30.663107,279.21844,30.663107,279.21844,321.45053,33.90764,321.45053
test_200067.json,4,0.9286307,219.00304,333.5207,336.43936,333.5207,336.43936,449.0693,219.00304,449.0693
test_200068.json,2,0.9978703,209.76884,386.19913,268.94418,386.19913,268.94418,464.04514,209.76884,464.04514
test_200068.json,2,0.087043315,101.11718,250.40656,185.07835,250.40656,185.07835,335.34222,101.11718,335.34222
test_200069.json,1,0.9921119,35.223503,113.60726,174.22589,113.60726,174.22589,353.03662,35.223503,353.03662
test_200069.json,2,0.9998493,279.83582,111.03959,493.34427,111.03959,493.34427,290.2976,279.83582,290.2976
test_200070.json,1,0.99406034,381.08032,396.77487,450.42035,396.77487,450.42035,477.66806,381.08032,477.66806
test_200071.json,1,0.9939573,32.293354,158.2454,137.53911,158.2454,137.53911,309.934,32.293354,309.934
test_200071.json,1,0.95724314,279.99133,410.3865,377.02423,410.3865,377.02423,514.1865,279.99133,514.1865
test_200072.json,1,0.67363954,136.7371,398.375,257.52783,398.375,257.52783,495.91818,136.7371,495.91818
test_200072.json,2,0.24877907,99.179634,32.06455,441.94788,32.06455,441.94788,149.70103,99.179634,149.70103
test_200072.json,4,0.6141119,137.6024,399.34387,257.6553,399.34387,257.6553,494.1336,137.6024,494.1336
test_200073.json,4,0.9867402,66.5075,273.14536,163.95908,273.14536,163.95908,450.779,66.5075,450.779
test_200073.json,4,0.5729159,97.07187,75.863365,158.46255,75.863365,158.46255,168.67952,97.07187,168.67952
test_200074.json,1,0.6738781,313.98846,138.08049,478.1616,138.08049,478.1616,395.20047,313.98846,395.20047
test_200074.json,1,0.4833076,164.24928,50.639297,476.2445,50.639297,476.2445,405.8491,164.24928,405.8491
test_200074.json,3,0.11573779,205.55923,139.38423,298.44452,139.38423,298.44452,182.90938,205.55923,182.90938
test_200075.json,1,0.8848181,408.50012,461.45367,486.10074,461.45367,486.10074,533.7202,408.50012,533.7202
test_200075.json,1,0.80704546,297.12018,362.0672,457.3842,362.0672,457.3842,498.02023,297.12018,498.02023
test_200076.json,4,0.9076633,362.17276,160.91257,450.21088,160.91257,450.21088,248.77287,362.17276,248.77287
test_200076.json,4,0.5638945,252.3935,35.951477,388.82593,35.951477,388.82593,95.53503,252.3935,95.53503
test_200076.json,4,0.2900311,76.27005,220.40936,132.12633,220.40936,132.12633,299.69016,76.27005,299.69016
test_200077.json,1,0.7714509,181.70093,234.99866,300.9849,234.99866,300.9849,366.1856,181.70093,366.1856
test_200078.json,1,0.8649092,98.65985,78.47111,243.1241,78.47111,243.1241,242.29295,98.65985,242.29295
test_200079.json,1,0.98844737,267.23038,32.93922,384.91205,32.93922,384.91205,118.2638,267.23038,118.2638
test_200079.json,1,0.1339158,233.99934,261.4179,346.29578,261.4179,346.29578,344.975,233.99934,344.975
test_200080.json,4,0.9621638,408.12704,188.26231,482.3361,188.26231,482.3361,285.23157,408.12704,285.23157
test_200080.json,4,0.31086877,446.62354,118.38128,473.9101,118.38128,473.9101,163.63101,446.62354,163.63101
test_200081.json,3,0.9951989,240.16637,313.56033,285.34525,313.56033,285.34525,350.4898,240.16637,350.4898
test_200082.json,1,0.11792238,41.006763,268.12695,102.88357,268.12695,102.88357,341.60007,41.006763,341.60007
